text,kmeans_10_direct,kmeans_15_direct,kmeans_20_direct,hdbscan_10_direct,hdbscan_15_direct,hdbscan_20_direct,kmeans_10_pca,kmeans_10_umap,kmeans_15_pca,kmeans_15_umap,kmeans_20_pca,kmeans_20_umap,hdbscan_10_pca,hdbscan_10_umap,hdbscan_15_pca,hdbscan_15_umap,hdbscan_20_pca,hdbscan_20_umap
Ausschuss Maßhaltigkeit an Zylinderkopf Ursache Kernschale Verschleiß Wärmenachbehandlung eingeleitet,3,3,17,89,77,56,5,4,2,4,2,4,57,24,-1,18,32,10
Qualitätsabweichung Kernschale Verschleiß Sandausbruch Porosität,7,7,7,49,41,28,5,9,2,9,2,18,-1,103,39,79,31,58
Kokillenriss an Getriebegehäuse ¦ Charge Nacharbeit gemäß,8,8,8,64,54,41,0,6,11,6,11,16,22,86,16,70,-1,52
Legierungsabweichung Ti Sandausbruch vs Soll Kaltlauf Chargenanalyse Mg Ti Wärmenachbehandlung eingeleitet,4,4,4,58,50,35,6,1,6,1,6,1,2,71,2,55,2,35
Ausschuss Maßhaltigkeit an Zylinderkopf Ursache Sandfeuchte zu hoch ≥ Normabweichung Kernreparatur läuft,3,3,17,81,70,-1,2,1,0,12,16,12,44,32,-1,27,-1,13
Ausschuss Maßhaltigkeit an Zylinderkopf Ursache Kaltlauf,3,3,17,89,77,56,9,4,2,4,2,4,56,24,38,18,30,10
Sandfeuchte Sandausbruch außerhalb Toleranz Normabweichung,0,0,0,41,37,24,2,3,0,3,16,17,42,25,29,20,23,14
Formversatz an Getriebegehäuse Charge teilkonform Nacharbeit gemäß,8,8,8,67,56,39,0,6,11,6,14,16,25,83,18,63,15,45
Härteprüfung Kernschale Verschleiß Lunker vs HandlingSchaden Wärmenachbehandlung eingeleitet,2,2,2,4,4,3,1,0,1,10,1,10,0,78,0,-1,0,38
Kernbruch Ursache Kernschale Verschleiß Verdacht Legierungsdrift,2,2,2,4,4,3,1,0,1,10,1,10,0,41,0,33,0,23
Maßabweichung Sandbindermangel Sandausbruchmm vs Sandbindermangel±Sandbindermangelmm Wärmenachbehandlung eingeleitet,2,2,2,4,4,3,1,0,1,10,1,10,0,126,0,39,0,27
Spektralanalyse zeigt TiMangel Charge Gießparameter optimiert,9,9,8,48,-1,-1,4,2,4,14,4,14,17,68,14,45,12,32
Dichtheitsprüfung Fehler Lunker mbarmin vs max Kaltlauf,1,1,1,9,7,6,5,7,10,7,10,19,51,30,34,19,28,12
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Sandbindermangel Nacharbeit gemäß,5,5,5,31,28,7,7,1,7,13,17,13,37,88,28,64,22,46
Sandfeuchte Sandbindermangel außerhalb Toleranz,0,0,0,33,30,-1,9,5,12,2,12,2,9,6,-1,5,-1,-1
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,1,10,10,18,14,10,2,3,2,3,18,3,63,13,42,11,32,4
Härteprüfung Lunker Sandbindermangel vs Lunker Prüfbericht,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Ausschuss Materialfehler an Zylinderkopf Ursache Lunker Kernreparatur läuft,3,3,17,89,77,56,2,4,0,4,18,4,50,24,33,18,26,10
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Sandausbruch Normabweichung,5,5,5,31,28,7,9,1,9,13,17,13,37,88,28,64,22,46
Lunker an Radträger Charge Chargenanalyse C Si,4,4,4,73,63,47,6,5,6,2,15,2,1,47,1,32,1,22
Gasporosität an Radträger Charge teilkonform Gießparameter optimiert,8,8,8,61,49,34,0,3,14,5,14,5,-1,45,-1,-1,-1,-1
Schmelzofen Schmelzofen TempAbweichung °C Chargenanalyse Mg Ti Nacharbeit gemäß,6,6,6,56,-1,-1,0,2,11,2,11,2,34,76,25,45,19,32
Härteprüfung Kaltlauf HandlingSchaden vs HandlingSchaden Normabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,123,0,88,0,38
Spektralanalyse zeigt TiMangel Charge Chargenanalyse Mg Ti,1,12,12,36,32,21,0,2,14,14,14,14,35,42,27,34,21,18
Bearbeitungsfehler Sandbindermangel Kaltlauf Teil,5,5,16,91,72,51,2,5,2,5,18,15,-1,101,-1,75,32,54
Sandfeuchte Sandausbruch außerhalb Toleranz,0,0,0,41,37,24,4,3,12,3,16,17,32,25,24,20,-1,14
Spektralanalyse zeigt TiMangel Charge Verdacht Formüberhitzung,1,12,12,37,33,22,5,0,5,6,19,6,58,80,40,54,33,39
Härteprüfung Sandbindermangel Kaltlauf vs HandlingSchaden konform Schleifnacharbeit notwendig,2,2,2,4,4,3,1,0,1,10,1,10,0,70,0,53,0,37
Sandfeuchte Sandausbruch außerhalb Toleranz,0,0,0,41,37,24,4,3,12,3,16,17,32,25,24,20,-1,14
Kokillenriss an Radträger Charge Wärmenachbehandlung eingeleitet,8,8,8,63,53,40,0,6,11,6,11,16,33,94,25,69,19,51
Qualitätsabweichung Kaltlauf Sandbindermangel Porosität,7,7,7,49,41,28,9,9,9,9,17,18,46,103,31,79,25,58
Sandausbruch an Radträger Charge Kernreparatur läuft,8,8,8,63,53,40,0,6,11,6,11,16,-1,94,-1,69,-1,51
Sandausbruch an Zylinderkopf Charge Verdacht Legierungsdrift,8,8,8,62,52,38,0,5,11,5,11,5,-1,99,-1,66,-1,48
Härteprüfung Lunker HandlingSchaden vs HandlingSchaden Verdacht Sandfeuchteabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,123,0,88,0,38
Maßabweichung Lunker HandlingSchadenmm vs Sandausbruch±Kaltlaufmm Kernreparatur läuft,2,2,2,4,4,3,1,0,1,10,1,10,0,129,0,39,0,27
Spektralanalyse zeigt CuMangel Charge,1,12,12,22,18,11,9,3,12,3,12,3,28,8,21,8,17,3
Maßabweichung Sandausbruch Sandausbruchmm vs Sandausbruch±HandlingSchadenmm Chargenanalyse C Si,4,4,4,72,62,46,3,1,3,12,3,1,4,53,4,44,3,30
Formdruckabweichung Sandbindermangel vs Kaltlauf Form Normabweichung Gießparameter optimiert,9,9,9,34,31,20,4,3,4,3,4,3,-1,26,13,21,11,15
Kernbruch Ursache Kernschale Verschleiß Schleifnacharbeit notwendig,3,3,17,88,76,55,0,1,10,1,5,1,31,74,23,58,18,42
Härteprüfung Kernschale Verschleiß Kernschale Verschleiß vs Sandausbruch,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max HandlingSchaden Wärmenachbehandlung eingeleitet,1,1,1,12,5,4,5,0,5,10,19,10,58,82,40,62,33,40
Formdruckabweichung Sandausbruch vs Sandbindermangel Form Chargenanalyse C Si,4,4,4,72,62,46,3,1,3,12,3,1,-1,53,-1,44,-1,30
Qualitätsabweichung Sandausbruch Kernschale Verschleiß Dickenmaß Prüfbericht,7,7,7,55,47,32,7,9,7,9,7,9,-1,56,-1,37,-1,25
Formdruckabweichung Lunker vs Kaltlauf Form,1,11,11,25,21,16,5,9,5,9,19,18,-1,107,-1,74,-1,53
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,1,10,10,18,14,10,2,3,2,3,18,3,63,13,42,11,32,4
Härteprüfung Sandausbruch Kernschale Verschleiß vs Sandausbruch Gießparameter optimiert,9,9,9,80,69,26,9,7,12,0,9,0,-1,64,-1,49,-1,34
Qualitätsabweichung Kaltlauf Lunker Raueit Ra Schleifnacharbeit notwendig,3,3,17,45,39,25,0,7,14,7,0,7,-1,62,-1,47,-1,31
Härteprüfung Kernschale Verschleiß Kaltlauf vs Sandausbruch,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation Verdacht Sandfeuchteabweichung Wärmenachbehandlung eingeleitet,0,10,17,15,11,9,2,5,2,13,18,13,-1,75,-1,59,32,-1
Spektralanalyse zeigt MgMangel Charge,1,12,12,29,26,15,4,3,12,11,12,11,26,2,19,3,16,1
Schmelzofen Schmelzofen TempAbweichung °C Prüfbericht,6,6,6,-1,-1,-1,9,8,9,8,17,8,45,5,31,0,25,0
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Sandausbruch,5,5,5,14,10,7,9,5,9,5,17,5,-1,95,-1,72,-1,50
Kernbruch Ursache HandlingSchaden Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,-1,2,50,2,36
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Lunker Verdacht Formüberhitzung Nacharbeit gemäß,1,1,1,9,7,6,5,7,10,7,10,19,-1,30,-1,19,-1,12
Spektralanalyse zeigt CuMangel Charge Prüfbericht Nacharbeit gemäß,1,12,12,20,16,13,5,2,2,9,2,18,-1,104,-1,80,-1,59
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Gießparameter optimiert,9,9,9,-1,-1,26,4,7,4,0,4,0,-1,63,-1,48,-1,33
Spektralanalyse zeigt SiMangel Charge Wärmenachbehandlung eingeleitet,1,12,12,2,1,0,9,3,9,3,17,17,46,10,31,7,25,2
Qualitätsabweichung Sandausbruch Kaltlauf Raueit Ra Schleifnacharbeit notwendig,3,3,17,45,39,25,2,7,0,7,0,7,-1,62,-1,47,-1,31
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Kaltlauf,1,1,1,8,5,4,5,6,5,1,19,16,59,65,41,-1,34,-1
Röntgenprüfung zeigt Gasporosität in Zone Lunker Wärmenachbehandlung eingeleitet,8,8,15,47,40,27,2,6,0,6,0,6,41,17,29,15,23,7
Röntgenprüfung zeigt Formversatz in Zone Kernschale Verschleiß Prüfbericht,9,11,15,53,45,29,2,4,0,0,16,0,50,118,33,60,26,43
Sandfeuchte Sandausbruch außerhalb Toleranz Nacharbeit gemäß,0,0,0,41,37,24,2,3,0,3,16,17,-1,25,-1,20,-1,14
Kernbruch Ursache Sandbindermangel Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,-1,2,50,2,36
Formdruckabweichung Sandbindermangel vs HandlingSchaden Form Verdacht Legierungsdrift,5,11,11,38,34,12,7,5,7,13,7,13,13,111,10,-1,8,49
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Kernschale Verschleiß Gießparameter optimiert,9,9,9,24,20,-1,4,1,4,12,4,12,-1,31,13,26,11,13
Oberflächenrauheit Lunker außerhalb Spezifikation Wärmenachbehandlung eingeleitet,1,1,1,11,9,8,2,6,0,6,18,6,55,37,37,29,27,20
Schmelzofen Schmelzofen TempAbweichung °C Chargenanalyse C Si,6,6,6,70,59,42,2,9,0,9,18,9,55,-1,37,-1,27,-1
Qualitätsabweichung Kaltlauf Sandausbruch Porosität nicht konform Nacharbeit gemäß,7,7,7,49,41,28,2,9,2,9,18,18,-1,103,-1,79,32,58
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max HandlingSchaden Kernreparatur läuft,5,5,5,14,10,7,9,5,2,5,2,5,29,95,22,72,-1,50
Härteprüfung Kernschale Verschleiß HandlingSchaden vs HandlingSchaden Normabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,123,0,88,0,38
Legierungsabweichung Si Kernschale Verschleiß vs Soll Sandbindermangel Prüfbericht Gießparameter optimiert,9,9,9,19,15,-1,2,1,0,1,16,1,-1,66,-1,51,-1,-1
Qualitätsabweichung Kernschale Verschleiß Sandausbruch Raueit Ra Prüfbericht Nacharbeit gemäß,3,3,17,45,39,25,2,7,2,7,18,7,-1,62,-1,47,32,31
Formdruckabweichung Sandausbruch vs Sandausbruch Form,5,11,11,39,35,12,7,5,7,13,7,13,-1,-1,-1,-1,-1,49
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Sandausbruch,5,5,5,14,10,7,9,5,9,5,17,5,-1,95,-1,72,-1,50
Maßabweichung Sandbindermangel Kernschale Verschleißmm vs Kaltlauf±Kaltlaufmm Chargenanalyse C Si,4,4,4,72,62,46,3,1,3,12,3,1,4,53,4,44,3,30
Formdruckabweichung Lunker vs Kernschale Verschleiß Form Gießparameter optimiert,9,9,9,34,31,20,4,3,4,3,4,3,-1,26,-1,21,-1,15
Härteprüfung HandlingSchaden Sandausbruch vs Lunker Chargenanalyse C Si,4,4,4,72,62,46,3,1,3,12,3,1,4,53,4,44,3,30
Spektralanalyse zeigt TiMangel Charge,1,12,12,21,17,11,9,1,12,12,12,12,27,1,20,2,17,-1
Härteprüfung Kaltlauf HandlingSchaden vs Kernschale Verschleiß,2,2,2,4,4,3,1,0,1,10,1,10,0,123,0,88,0,38
Bearbeitungsfehler Kernschale Verschleiß Kernschale Verschleiß Teil teilkonform Wärmenachbehandlung eingeleitet,1,1,16,-1,-1,-1,5,1,10,1,5,1,23,73,-1,57,-1,41
Qualitätsabweichung Sandausbruch Sandausbruch Dickenmaß Schleifnacharbeit notwendig,7,7,7,55,47,32,7,9,5,9,19,9,-1,56,-1,37,-1,25
Schmelzofen Holding Furnace TempAbweichung °C Prüfbericht,6,6,19,78,67,49,2,4,12,4,12,4,-1,21,-1,17,-1,9
Maßabweichung Kernschale Verschleiß Kernschale Verschleißmm vs Kaltlauf±HandlingSchadenmm,2,2,2,4,4,3,1,0,1,10,1,10,0,125,0,39,0,27
Spektralanalyse zeigt TiMangel Charge Normabweichung,1,12,12,37,33,22,5,0,10,6,10,6,53,80,35,54,29,39
Bearbeitungsfehler Sandbindermangel Sandbindermangel Teil Normabweichung,5,5,16,85,73,52,5,9,5,9,5,9,-1,60,-1,25,-1,17
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max HandlingSchaden,1,1,1,12,5,4,5,0,10,10,10,10,51,82,34,62,28,40
Qualitätsabweichung Sandausbruch Sandausbruch ¦ Porosität Kernreparatur läuft,7,7,7,49,41,28,2,9,2,9,18,18,-1,103,-1,79,32,58
Sandfeuchte Kaltlauf außerhalb Toleranz nicht konform Nacharbeit gemäß,0,0,0,16,12,-1,2,2,0,14,0,14,50,36,33,31,26,18
Röntgenprüfung zeigt Formversatz in Zone Sandbindermangel Normabweichung Nacharbeit gemäß,9,11,15,53,45,29,2,4,0,0,16,0,-1,117,-1,60,-1,43
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max Kernschale Verschleiß,1,1,1,9,7,6,5,7,10,7,5,19,23,29,-1,19,-1,12
Formdruckabweichung Sandbindermangel vs Kernschale Verschleiß Form Wärmenachbehandlung eingeleitet,5,11,11,38,34,12,7,5,7,13,7,13,-1,120,-1,85,-1,49
Formdruckabweichung Kernschale Verschleiß vs Sandbindermangel Form Normabweichung Gießparameter optimiert,9,9,9,34,31,20,4,3,4,3,4,3,18,26,13,21,11,15
Kernbruch Ursache HandlingSchaden teilkonform,3,14,14,92,78,57,5,4,2,4,2,4,61,33,39,24,31,11
Röntgenprüfung zeigt Kaltlauf in Zone HandlingSchaden Verdacht Formüberhitzung,1,10,15,35,25,19,7,7,5,7,19,19,-1,14,-1,12,-1,5
Kernbruch ¦ Ursache HandlingSchaden,3,3,3,92,78,57,9,4,2,4,17,4,46,28,31,23,25,11
Maßabweichung Sandausbruch Sandausbruchmm vs Lunker±Kaltlaufmm Schleifnacharbeit notwendig,2,2,2,4,4,3,1,0,1,10,1,10,0,110,0,39,0,27
Ausschuss Maßhaltigkeit an Radträger Ursache Kaltlauf,3,3,3,87,75,54,2,5,0,5,0,5,41,96,29,73,23,50
Schmelzofen Schmelzofen TempAbweichung °C Prüfbericht Kernreparatur läuft,6,6,6,71,60,43,5,0,2,0,2,0,-1,91,-1,68,32,44
Legierungsabweichung Cu HandlingSchaden vs Soll HandlingSchaden ¦ Prüfbericht,4,13,13,57,48,33,3,9,13,9,13,9,5,102,5,78,4,57
Härteprüfung Lunker Kernschale Verschleiß vs Sandbindermangel ¦ nicht konform Gießparameter optimiert,9,9,9,80,69,26,9,7,9,0,9,0,-1,64,-1,49,-1,34
Legierungsabweichung Cu Sandbindermangel vs Soll HandlingSchaden Prüfbericht,4,13,13,57,48,33,8,9,13,9,13,9,5,102,5,78,4,57
Ausschuss Funktionstest an Zylinderkopf ¦ Ursache Gießtemp zu niedrig °C °C ¦ nicht konform,6,6,6,50,42,-1,4,1,12,13,12,17,26,9,19,9,16,-1
Oberflächenrauheit Lunker außerhalb Spezifikation,1,1,1,11,9,8,2,6,0,6,18,6,49,38,33,29,26,20
Bearbeitungsfehler Sandbindermangel Lunker Teil,5,5,16,91,72,51,5,5,2,5,2,15,-1,101,39,75,31,54
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Sandausbruch,5,5,5,32,29,7,2,1,2,13,18,13,65,84,43,65,32,47
Maßabweichung Lunker HandlingSchadenmm vs Sandausbruch±Kernschale Verschleißmm konform Kernreparatur läuft,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,39,0,27
Legierungsabweichung Ti HandlingSchaden vs Soll HandlingSchaden Prüfbericht,4,13,13,59,51,36,3,9,3,9,3,18,4,114,4,83,3,61
Qualitätsabweichung Lunker Kernschale Verschleiß Raueit Ra,3,3,17,45,39,25,2,7,0,7,18,7,-1,62,-1,47,-1,31
Sandfeuchte HandlingSchaden außerhalb Toleranz Nacharbeit gemäß,0,0,0,10,8,-1,2,2,2,14,18,14,-1,109,-1,77,-1,56
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Lunker konform Gießparameter optimiert,9,9,9,24,20,-1,4,1,4,12,4,12,-1,31,13,26,11,13
Formdruckabweichung Sandausbruch vs Lunker Form Verdacht Legierungsdrift,5,11,11,26,22,17,5,9,5,9,19,18,-1,106,-1,74,-1,53
Legierungsabweichung Ti Kernschale Verschleiß vs Soll HandlingSchaden Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,71,2,55,2,35
Kaltlauf an Radträger Charge Normabweichung,8,8,8,63,53,40,0,6,11,6,11,16,-1,94,-1,69,-1,51
Härteprüfung Sandausbruch Kaltlauf vs Kaltlauf Normabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Formversatz an Zylinderkopf Charge,8,8,8,67,56,39,0,6,14,6,14,16,-1,83,-1,63,-1,45
Gasporosität an Getriebegehäuse Charge nicht konform Nacharbeit gemäß,8,8,8,60,49,34,0,6,11,6,14,6,25,39,18,30,15,21
Schmelzofen Schmelzofen TempAbweichung °C Chargenanalyse C Si,6,6,6,70,59,42,2,9,0,9,18,9,55,-1,37,-1,27,-1
Bearbeitungsfehler HandlingSchaden Sandausbruch Teil,7,14,14,74,65,45,7,5,7,5,17,5,-1,69,-1,52,-1,-1
Maßabweichung Kernschale Verschleiß HandlingSchadenmm vs Sandbindermangel±Kernschale Verschleißmm Prüfbericht,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Röntgenprüfung zeigt Lunker in Zone HandlingSchaden Verdacht Sandfeuchteabweichung,1,11,1,23,19,14,5,5,2,2,2,18,60,27,39,22,31,16
Spektralanalyse zeigt TiMangel Charge Prüfbericht,1,12,12,37,33,22,5,5,2,2,2,2,57,44,-1,32,32,22
Formdruckabweichung Kernschale Verschleiß vs Kaltlauf Form Chargenanalyse C Si,4,4,4,72,62,46,3,1,3,12,3,1,4,53,4,44,3,30
Ausschuss Funktionstest an Radträger Ursache HandlingSchaden Schleifnacharbeit notwendig,3,3,3,87,75,54,2,5,14,5,0,5,-1,96,-1,73,-1,50
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max Lunker,1,1,1,9,7,6,5,7,10,7,5,19,51,30,34,19,28,12
Formdruckabweichung Kernschale Verschleiß vs Kernschale Verschleiß Form,1,11,11,-1,-1,-1,5,5,5,13,5,13,-1,-1,-1,-1,-1,49
Bearbeitungsfehler Lunker Kernschale Verschleiß Teil,1,1,16,82,71,50,5,1,10,1,5,1,23,73,-1,57,-1,41
Ausschuss Funktionstest an Radträger Ursache Sandbindermangel Nacharbeit gemäß,3,3,3,87,75,54,2,5,12,5,16,5,30,96,-1,73,-1,50
Ausschuss Funktionstest an Getriebegehäuse Ursache Legierungsabweichung Si Normabweichung,3,3,17,28,24,-1,5,5,10,5,5,5,-1,90,-1,71,-1,50
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Kernreparatur läuft,5,5,5,6,3,2,9,2,9,14,9,14,14,43,11,35,9,18
Ausschuss Oberflächenfehler an Radträger Ursache Sandbindermangel Schleifnacharbeit notwendig,3,3,3,87,75,54,2,5,0,5,0,5,-1,96,-1,73,-1,50
Maßabweichung Kernschale Verschleiß Sandausbruchmm vs HandlingSchaden±Sandausbruchmm Schleifnacharbeit notwendig,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Spektralanalyse zeigt TiMangel Charge Prüfbericht,1,12,12,37,33,22,5,5,2,2,2,2,57,44,-1,32,32,22
Spektralanalyse zeigt CuMangel Charge Normabweichung Schleifnacharbeit notwendig,1,12,12,20,16,13,5,2,10,9,10,18,-1,104,-1,80,-1,59
Schmelzofen Schmelzofen TempAbweichung °C Normabweichung,6,6,6,71,60,43,5,0,10,0,10,0,53,92,35,68,29,44
Formdruckabweichung Kernschale Verschleiß vs Kaltlauf Form Prüfbericht,1,11,11,-1,-1,-1,5,5,5,13,5,13,-1,-1,-1,-1,-1,49
Bearbeitungsfehler Sandausbruch Kaltlauf Teil,5,5,16,91,72,51,2,5,0,5,18,15,-1,101,-1,75,-1,54
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Kernschale Verschleiß Normabweichung,5,5,5,32,29,7,2,1,2,13,18,13,-1,84,-1,65,32,47
Kernbruch Ursache HandlingSchaden,3,3,3,92,78,57,9,4,2,4,17,4,43,28,30,23,24,11
Ausschuss Maßhaltigkeit an Zylinderkopf Ursache Kernschale Verschleiß Wärmenachbehandlung eingeleitet,3,3,17,89,77,56,5,4,2,4,2,4,57,24,-1,18,32,10
Legierungsabweichung Ti Lunker vs Soll Sandausbruch,4,13,13,59,51,36,3,9,3,9,3,18,4,114,4,83,3,61
Schmelzofen Schmelzofen TempAbweichung °C Normabweichung,6,6,6,71,60,43,5,0,10,0,10,0,53,92,35,68,29,44
Härteprüfung Kaltlauf Kernschale Verschleiß vs HandlingSchaden Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,72,2,56,2,35
Qualitätsabweichung Lunker Kernschale Verschleiß Raueit Ra Prüfbericht Wärmenachbehandlung eingeleitet,3,3,17,45,39,25,2,7,0,7,18,7,-1,62,-1,47,27,31
Härteprüfung Lunker HandlingSchaden vs Lunker,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Kernbruch Ursache Sandbindermangel konform Gießparameter optimiert,9,9,9,79,68,26,4,7,4,0,4,0,-1,63,-1,48,-1,33
Qualitätsabweichung Kernschale Verschleiß HandlingSchaden Dickenmaß Verdacht Formüberhitzung,7,7,7,54,46,31,7,9,7,9,7,9,-1,54,-1,36,-1,24
Schmelzofen Holding Furnace TempAbweichung °C,6,6,19,78,67,49,9,4,12,4,12,4,24,21,17,17,14,9
Spektralanalyse zeigt TiMangel Charge Prüfbericht,1,12,12,37,33,22,5,5,2,2,2,2,57,44,-1,32,32,22
Maßabweichung Kernschale Verschleiß HandlingSchadenmm vs Kaltlauf±HandlingSchadenmm Gießparameter optimiert,9,9,9,80,69,26,9,7,9,0,9,0,-1,64,-1,49,-1,34
Formdruckabweichung Sandbindermangel vs Kaltlauf Form Verdacht Sandfeuchteabweichung,5,11,11,38,34,12,7,5,7,13,7,13,-1,120,-1,85,-1,49
Maßabweichung Kernschale Verschleiß Lunkermm vs Kernschale Verschleiß±Lunkermm,2,2,2,4,4,3,1,0,1,10,1,10,0,125,0,39,0,27
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Lunker Prüfbericht,5,5,5,32,29,7,9,1,2,13,2,13,56,84,38,65,30,47
Härteprüfung Lunker Kaltlauf vs Sandausbruch Normabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Ausschuss Maßhaltigkeit an Getriebegehäuse ¦ Ursache Kaltlauf Kernreparatur läuft,3,3,17,-1,-1,-1,2,4,0,4,18,4,-1,24,-1,18,27,10
Maßabweichung Kernschale Verschleiß Kernschale Verschleißmm vs Lunker±HandlingSchadenmm Schleifnacharbeit notwendig,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Bearbeitungsfehler Kernschale Verschleiß Sandausbruch Teil Kernreparatur läuft,5,5,16,-1,72,51,5,5,10,5,10,15,52,101,35,75,29,54
Formdruckabweichung Sandbindermangel vs Lunker Form Chargenanalyse Mg Ti Wärmenachbehandlung eingeleitet,4,4,4,58,50,35,6,1,6,1,6,1,2,71,2,55,2,35
Röntgenprüfung zeigt Kokillenriss in Zone Kaltlauf Gießparameter optimiert,9,9,15,52,44,29,4,1,12,1,16,1,-1,52,-1,43,-1,26
Qualitätsabweichung Kaltlauf Sandbindermangel Dickenmaß Prüfbericht,7,7,7,55,47,32,7,9,7,9,7,9,-1,56,-1,37,-1,25
Ausschuss Oberflächenfehler an Getriebegehäuse ¦ Ursache Gießtemp zu niedrig °C °C ¦ Prüfbericht Kernreparatur läuft,6,6,6,50,42,-1,2,1,12,13,12,17,-1,9,-1,9,-1,-1
Härteprüfung Kaltlauf Sandausbruch vs Sandbindermangel Normabweichung Kernreparatur läuft,2,2,2,4,4,3,1,0,1,10,1,10,0,70,0,53,0,37
Spektralanalyse zeigt CuMangel Charge Chargenanalyse C Si,1,12,12,36,32,21,0,2,14,14,14,14,-1,42,27,34,21,18
Ausschuss Maßhaltigkeit an Zylinderkopf Ursache Sandfeuchte zu hoch ≥ Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,98,2,50,2,36
Ausschuss Materialfehler an Getriebegehäuse Ursache HandlingSchaden,3,3,14,-1,78,57,5,4,2,4,2,4,61,34,39,24,31,11
Sandfeuchte Sandbindermangel außerhalb Toleranz,0,0,0,33,30,-1,9,5,12,2,12,2,9,6,-1,5,-1,-1
Formdruckabweichung Kernschale Verschleiß vs Lunker Form Normabweichung Schleifnacharbeit notwendig,1,11,11,25,21,16,5,9,10,9,10,18,51,107,34,74,28,53
Sandfeuchte Kernschale Verschleiß außerhalb Toleranz Kernreparatur läuft,0,0,0,40,36,23,2,0,0,0,0,0,41,50,29,41,23,29
Sandfeuchte Sandausbruch außerhalb Toleranz,0,0,0,41,37,24,4,3,12,3,16,17,32,25,24,20,-1,14
Schmelzofen Schmelzofen TempAbweichung °C Prüfbericht,6,6,6,-1,-1,-1,9,8,9,8,17,8,45,5,31,0,25,0
Qualitätsabweichung Kernschale Verschleiß Kaltlauf Dickenmaß nicht konform,7,7,7,55,47,32,7,9,7,9,19,9,-1,57,-1,37,-1,25
Oberflächenrauheit Kaltlauf außerhalb Spezifikation Verdacht Formüberhitzung,1,10,10,18,14,10,5,3,2,3,2,3,62,12,-1,10,32,4
Kernbruch Ursache Kernschale Verschleiß,3,3,17,88,76,55,8,1,5,1,5,1,8,74,8,58,6,42
Ausschuss Funktionstest an Zylinderkopf Ursache Legierungsabweichung Si Verdacht Sandfeuchteabweichung,3,3,17,28,24,-1,5,5,5,5,19,5,-1,90,-1,71,-1,50
Maßabweichung Kaltlauf Kaltlaufmm vs Sandbindermangel±Lunkermm,2,2,2,4,4,3,1,0,1,10,1,10,0,126,0,39,0,27
Röntgenprüfung zeigt Lunker in Zone HandlingSchaden Normabweichung,1,11,1,23,19,14,5,5,2,2,2,18,-1,27,-1,22,-1,16
Maßabweichung HandlingSchaden Sandbindermangelmm vs Kernschale Verschleiß±Sandausbruchmm Gießparameter optimiert,9,9,9,80,69,26,9,7,9,0,9,0,14,64,11,49,9,34
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation,5,5,5,6,3,2,9,2,9,14,9,14,11,43,9,35,7,18
