Zeitstempel,Teilenummer,Kategorie,Kommentar,Schweregrad,Charge,Werk
2025-02-03T06:06:13,GX-21154,schmelzprozess,Spektralanalyse zeigt Cu-Mangel | Charge CH-FZMf-3022 | Normabweichung: VDA 6.3 | Schleifnacharbeit notwendig,2.0,CH-FZMf-3022,Gießerei Leipzig
2025-01-30T12:31:01,GX-27763,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 653°C | Normabweichung: ISO 8062,2.0,CH-sdvo-8335,Gießerei Stuttgart
2025-01-21T17:18:53,GX-15454,formprozess,Formdruckabweichung Kernschale Verschleiß bar vs. Kaltlauf bar | Form FORM-yW44 | Prüfbericht: PRF-53599,1.0,CH-LMwd-9239,Gießerei Leipzig
2024-08-09T10:49:20,GX-42000,nachbearbeitung,Bearbeitungsfehler Sandausbruch: Kaltlauf | Teil GX-42000,1.0,CH-IhfU-8239,Gießerei Wolfsburg
2024-05-27T08:41:39,GX-51878,endpruefung,Dichtheitsprüfung Fehler: Sandausbruch mbar/min vs. max Kernschale Verschleiß | Normabweichung: DIN 1681,2.0,CH-JOnn-1115,Gießerei Leipzig
2024-05-13T11:34:42,GX-90188,formprozess,Kernbruch K-1748 | Ursache: Handling-Schaden,1.0,UNBEKANNT,Gießerei Stuttgart
2024-06-16T17:46:32,GX-25237,gussfehler,Ausschuss Maßhaltigkeit an Zylinderkopf | Ursache: Kernschale Verschleiß | Wärmenachbehandlung eingeleitet,1.0,CH-xiAU-3831,Gießerei Leipzig
2025-02-03T04:42:45,GX-39960,schmelzprozess,Legierungsabweichung Ti: Lunker% vs. Soll Sandausbruch%,1.0,CH-ahzg-8614,Gießerei Leipzig
2024-12-06T14:39:44,GX-78845,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 669°C | Normabweichung: ISO 8062,1.0,CH-rJhY-2046,Gießerei Stuttgart
2024-08-17T22:05:46,GX-01186,endpruefung,"Härteprüfung Kaltlauf: Kernschale Verschleiß HV vs. Handling-Schaden | Chargenanalyse: Mg:0.4%, Ti:0.1%",2.0,CH-sqNJ-5264,Gießerei Leipzig
2024-04-03T09:50:18,GX-85869,gussfehler,Qualitätsabweichung Lunker: Kernschale Verschleiß | Raueit Ra 8.1 µm | Prüfbericht: PRF-94999 | Wärmenachbehandlung eingeleitet,3.0,CH-LPNh-8213,Gießerei Wolfsburg
2024-08-23T15:19:15,GX-28851,endpruefung,Härteprüfung Lunker: Handling-Schaden HV vs. Lunker,1.0,CH-JNTc-5764,Gießerei Stuttgart
2024-06-17T04:36:33,GX-50261,formprozess,Kernbruch K-1641 | Ursache: Sandbindermangel | IATF-Konformität: konform | Gießparameter optimiert,1.0,CH-UIkE-2251,Gießerei Stuttgart
2024-07-31T18:30:30,GX-10520,gussfehler,Qualitätsabweichung Kernschale Verschleiß: Handling-Schaden | Dickenmaß: 88.5 mm (Verdacht: Formüberhitzung),1.0,CH-lWQN-3862,Gießerei Stuttgart
2024-05-21T03:22:48,GX-20626,schmelzprozess,Schmelzofen Holding Furnace 2 Temp-Abweichung: 725°C,2.0,CH-VlaU-0094,Gießerei Leipzig
2024-05-25T07:54:16,GX-62454,schmelzprozess,Spektralanalyse zeigt Ti-Mangel | Charge CH-kGEP-6454 | Prüfbericht: PRF-68272,2.0,CH-kGEP-6454,Gießerei Stuttgart
2025-01-29T13:00:26,GX-26686,nachbearbeitung,Maßabweichung Kernschale Verschleiß: Handling-Schadenmm vs. Kaltlauf±Handling-Schadenmm | Gießparameter optimiert,1.0,CH-Ctga-1863,Gießerei Stuttgart
2024-04-05T21:28:35,GX-07886,,,,CH-qkpi-3470,Gießerei Leipzig
2024-03-17T14:57:57,GX-82102,formprozess,Formdruckabweichung Sandbindermangel bar vs. Kaltlauf bar | Form FORM-un47 (Verdacht: Sandfeuchteabweichung),2.0,CH-wfCE-1456,Gießerei Stuttgart
2024-06-23T23:19:44,GX-76065,nachbearbeitung,Maßabweichung Kernschale Verschleiß: Lunkermm vs. Kernschale Verschleiß±Lunkermm,2.0,CH-oLhv-2630,Gießerei Stuttgart
2024-11-10T15:42:51,GX-71931,endpruefung,Dichtheitsprüfung Fehler: Sandausbruch mbar/min vs. max Lunker | Prüfbericht: PRF-80459,1.0,CH-RFxC-1304,Gießerei Leipzig
2025-03-01T02:52:20,GX-59690,endpruefung,Härteprüfung Lunker: Kaltlauf HV vs. Sandausbruch | Normabweichung: DIN 1681,3.0,CH-IZyg-2412,Gießerei Leipzig
2024-04-18T19:22:55,GX-12967,gussfehler,Ausschuss Maßhaltigkeit an Getriebegehäuse ¦ Ursache: Kaltlauf | Kernreparatur läuft,1.0,CH-xTEt-9939,Gießerei Wolfsburg
2024-08-27T04:58:59,GX-68009,nachbearbeitung,Maßabweichung Kernschale Verschleiß: Kernschale Verschleißmm vs. Lunker±Handling-Schadenmm | Schleifnacharbeit notwendig,1.0,CH-SGIu-9658,Gießerei Leipzig
2024-04-16T01:57:02,GX-58049,nachbearbeitung,Bearbeitungsfehler Kernschale Verschleiß: Sandausbruch // Teil GX-58049 | Kernreparatur läuft,1.0,CH-BDFu-2163,Gießerei Leipzig
2024-04-28T04:14:03,GX-54093,formprozess,"Formdruckabweichung Sandbindermangel bar vs. Lunker bar | Form FORM-QB31 | Chargenanalyse: Mg:0.4%, Ti:0.1% | Wärmenachbehandlung eingeleitet",1.0,CH-lgdJ-2708,Gießerei Stuttgart
2024-03-23T08:22:54,GX-90464,endpruefung,Röntgenprüfung zeigt Kokillenriss in Zone Kaltlauf | Gießparameter optimiert,1.0,CH-KRYd-0515,Gießerei Stuttgart
2024-08-06T00:02:10,GX-84900,gussfehler,Qualitätsabweichung Kaltlauf: Sandbindermangel | Dickenmaß: 79.1 mm | Prüfbericht: PRF-19209,3.0,CH-feMX-9671,Gießerei Stuttgart
2025-01-18T01:33:52,GX-91353,gussfehler,Ausschuss Oberflächenfehler an Getriebegehäuse ¦ Ursache: Gießtemp. zu niedrig (650°C < 720°C) ¦ Prüfbericht: PRF-44866 | Kernreparatur läuft,1.0,CH-ysYg-9051,Gießerei Stuttgart
2024-09-12T11:42:03,GX-38081,endpruefung,Härteprüfung Kaltlauf: Sandausbruch HV vs. Sandbindermangel | Normabweichung: ISO 8062 | Kernreparatur läuft,2.0,CH-tZkV-0044,Gießerei Wolfsburg
2024-04-14T22:37:38,GX-37719,schmelzprozess,"Spektralanalyse zeigt Cu-Mangel | Charge CH-Wfvb-0100 | Chargenanalyse: C:3.2%, Si:2.1%",1.0,CH-Wfvb-0100,Gießerei Leipzig
2024-09-03T18:32:12,GX-02522,gussfehler,"Ausschuss Maßhaltigkeit an Zylinderkopf | Ursache: Sandfeuchte zu hoch (≥3.5%) | Chargenanalyse: Mg:0.4%, Ti:0.1%",2.0,CH-nJpv-8352,Gießerei Wolfsburg
2024-11-26T14:55:38,GX-50817,schmelzprozess,,2.0,CH-XnZL-7628,Gießerei Wolfsburg
2024-09-29T09:42:14,GX-71470,gussfehler,Ausschuss Materialfehler an Getriebegehäuse | Ursache: Handling-Schaden,1.0,CH-CTCs-2474,Gießerei Wolfsburg
2024-09-03T12:18:09,GX-22340,formprozess,Sandfeuchte Sandbindermangel% außerhalb Toleranz (2.8-3.2%),2.0,CH-YDEn-3905,Gießerei Stuttgart
2024-06-29T20:45:17,GX-11681,formprozess,Formdruckabweichung Kernschale Verschleiß bar vs. Lunker bar; Form FORM-uX52; Normabweichung: DIN 1681 | Schleifnacharbeit notwendig,2.0,CH-MRFf-8965,Gießerei Leipzig
2024-09-14T02:45:40,GX-55479,formprozess,Sandfeuchte Kernschale Verschleiß% außerhalb Toleranz (2.8-3.2%) | Kernreparatur läuft,1.0,CH-UJTf-1520,Gießerei Leipzig
2025-01-23T06:25:53,GX-12746,formprozess,Sandfeuchte Sandausbruch% außerhalb Toleranz (2.8-3.2%),1.0,CH-kveC-8941,Gießerei Stuttgart
2024-06-16T21:25:53,GX-72086,,,,CH-KEUM-7982,Gießerei Leipzig
2024-08-11T00:33:02,GX-53097,endpruefung,,2.0,CH-dzFM-4097,Gießerei Wolfsburg
2024-10-07T16:07:12,GX-83723,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 667°C // Prüfbericht: PRF-64410,1.0,CH-MrYb-1627,Gießerei Leipzig
2024-10-08T09:53:42,GX-14023,gussfehler,Qualitätsabweichung Kernschale Verschleiß: Kaltlauf | Dickenmaß: 140.8 mm | IATF-Konformität: nicht konform,3.0,CH-Bjpm-2052,Gießerei Stuttgart
2025-02-08T09:54:12,GX-31659,nachbearbeitung,Oberflächenrauheit Kaltlauf µm außerhalb Spezifikation (Verdacht: Formüberhitzung),1.0,CH-vGGX-7086,Gießerei Leipzig
2024-06-29T20:59:25,GX-88105,,,,CH-dDwX-3649,Gießerei Stuttgart
2024-05-30T15:16:12,GX-16182,formprozess,Kernbruch K-1684 | Ursache: Kernschale Verschleiß,1.0,CH-livE-3479,Gießerei Wolfsburg
2024-11-24T03:01:53,GX-44929,gussfehler,Ausschuss Funktionstest an Zylinderkopf | Ursache: Legierungsabweichung Si+0.3% (Verdacht: Sandfeuchteabweichung),1.0,CH-Yvyk-8213,Gießerei Leipzig
2024-12-18T15:21:10,GX-11859,nachbearbeitung,Maßabweichung Kaltlauf: Kaltlaufmm vs. Sandbindermangel±Lunkermm,1.0,CH-JNpv-8282,Gießerei Leipzig
2024-08-06T19:13:38,GX-63570,gussfehler,,1.0,CH-CnAo-0418,Gießerei Leipzig
2024-06-28T04:53:22,GX-09238,endpruefung,Röntgenprüfung zeigt Lunker in Zone Handling-Schaden | Normabweichung: VDA 6.3,1.0,CH-uMLm-3685,Gießerei Stuttgart
2024-07-26T00:05:58,GX-47752,nachbearbeitung,Maßabweichung Handling-Schaden: Sandbindermangelmm vs. Kernschale Verschleiß±Sandausbruchmm | Gießparameter optimiert,1.0,CH-twHO-4206,Gießerei Stuttgart
2025-01-01T05:08:56,GX-26751,nachbearbeitung,Oberflächenrauheit Sandbindermangel µm außerhalb Spezifikation,1.0,CH-oOnD-9333,Gießerei Leipzig
2024-07-08T20:27:59,GX-01340,schmelzprozess,Spektralanalyse zeigt Si-Mangel ¦ Charge CH-JVEf-9116 | Kernreparatur läuft,3.0,CH-JVEf-9116,Gießerei Stuttgart
2024-04-13T02:58:51,GX-34970,gussfehler,"Ausschuss Funktionstest an Getriebegehäuse | Ursache: Sandfeuchte zu hoch (≥3.5%) | Chargenanalyse: C:3.2%, Si:2.1%",2.0,CH-cCZP-5987,Gießerei Stuttgart
2024-10-29T09:32:08,GX-03329,formprozess,,1.0,CH-WHij-2884,Gießerei Wolfsburg
2024-04-12T18:10:41,GX-14780,formprozess,"Sandfeuchte Kernschale Verschleiß% außerhalb Toleranz (2.8-3.2%) | Chargenanalyse: C:3.2%, Si:2.1% | Wärmenachbehandlung eingeleitet",1.0,CH-ftnR-8308,Gießerei Stuttgart
2024-07-01T14:09:29,GX-50624,endpruefung,Röntgenprüfung zeigt Kokillenriss in Zone Kaltlauf (Verdacht: Formüberhitzung),1.0,CH-fTps-2914,Gießerei Stuttgart
2024-05-20T21:02:28,GX-31726,schmelzprozess,Legierungsabweichung Cu: Sandausbruch% vs. Soll Sandbindermangel% (Verdacht: Formüberhitzung) | Nacharbeit gemäß VDA 6.3,1.0,CH-yuqF-7365,Gießerei Stuttgart
2024-06-06T22:40:26,GX-88973,nachbearbeitung,Maßabweichung Sandbindermangel: Sandbindermangelmm vs. Handling-Schaden±Kernschale Verschleißmm | Prüfbericht: PRF-48815 | Gießparameter optimiert,1.0,CH-iAzp-3944,Gießerei Leipzig
2024-04-14T05:06:15,GX-08573,nachbearbeitung,Bearbeitungsfehler Sandausbruch: Kernschale Verschleiß | Teil GX-08573 | Prüfbericht: PRF-49056,2.0,CH-MeIi-8390,Gießerei Leipzig
2024-09-10T19:57:26,GX-06405,gussfehler,Ausschuss Materialfehler an Radträger | Ursache: Kernschale Verschleiß,3.0,CH-dnBx-6782,Gießerei Stuttgart
2024-06-15T04:39:19,GX-64547,endpruefung,Dichtheitsprüfung Fehler: Kaltlauf mbar/min vs. max Kernschale Verschleiß,2.0,CH-ISsm-1332,Gießerei Leipzig
2025-02-19T00:23:51,GX-32215,endpruefung,Dichtheitsprüfung Fehler: Sandausbruch mbar/min vs. max Lunker | IATF-Konformität: konform,1.0,CH-HPiW-0648,Gießerei Leipzig
2025-02-11T09:46:25,GX-62880,formprozess,Formdruckabweichung Sandausbruch bar vs. Sandausbruch bar | Form FORM-dc79 | Kernreparatur läuft,1.0,CH-ewlO-7493,Gießerei Wolfsburg
2024-04-06T02:27:54,GX-43421,schmelzprozess,"Legierungsabweichung Cu: Kaltlauf% vs. Soll Sandbindermangel% | Chargenanalyse: C:3.2%, Si:2.1%",1.0,CH-cdmZ-1150,Gießerei Stuttgart
2024-05-08T16:16:28,GX-85137,,,,CH-FRVS-9064,Gießerei Leipzig
2025-01-25T06:32:45,GX-77051,schmelzprozess,Legierungsabweichung Si: Lunker% vs. Soll Lunker%,1.0,CH-Llle-9064,Gießerei Wolfsburg
2024-11-21T18:19:01,GX-21262,nachbearbeitung,Oberflächenrauheit Kernschale Verschleiß µm außerhalb Spezifikation,1.0,CH-alaZ-2767,Gießerei Wolfsburg
2024-10-10T06:41:19,GX-31057,gussfehler,Ausschuss Oberflächenfehler an Radträger | Ursache: Legierungsabweichung Si+0.3% (Verdacht: Sandfeuchteabweichung) | Wärmenachbehandlung eingeleitet,1.0,CH-GxPq-6770,Gießerei Leipzig
2024-05-30T10:15:05,GX-68415,nachbearbeitung,"Maßabweichung Sandbindermangel: Lunkermm vs. Sandausbruch±Kaltlaufmm ¦ Chargenanalyse: Mg:0.4%, Ti:0.1% | Nacharbeit gemäß VDA 6.3",1.0,CH-vuVX-7730,Gießerei Stuttgart
2024-10-15T12:03:29,GX-36152,formprozess,Kernbruch K-1596 | Ursache: Sandbindermangel,3.0,CH-mOvP-9259,Gießerei Leipzig
2024-08-19T15:23:56,GX-24985,gussfehler,Qualitätsabweichung Kaltlauf: Kaltlauf | Raueit Ra 10.7 µm,2.0,CH-TiXJ-2299,Gießerei Leipzig
2024-04-06T22:39:45,GX-05212,endpruefung,Röntgenprüfung zeigt Lunker in Zone Sandausbruch,1.0,CH-yYvb-8638,Gießerei Leipzig
2024-05-29T13:09:06,GX-23716,gussfehler,Sandausbruch an Zylinderkopf (GX-23716) | Charge CH-uVJg-5883,1.0,CH-uVJg-5883,Gießerei Stuttgart
2025-01-27T01:29:11,GX-38982,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 713°C (Verdacht: Formüberhitzung) | Nacharbeit gemäß VDA 6.3,1.0,CH-AzdU-2900,Gießerei Stuttgart
2024-05-14T20:46:54,GX-26537,formprozess,Kernbruch K-1698 | Ursache: Kernschale Verschleiß,3.0,CH-PXEf-7380,Gießerei Stuttgart
2024-09-21T15:56:29,GX-05777,gussfehler,Qualitätsabweichung Kernschale Verschleiß: Lunker | Dickenmaß: 51.5 mm | Prüfbericht: PRF-30691 | Kernreparatur läuft,3.0,CH-IVaC-1227,Gießerei Leipzig
2024-05-02T14:53:26,GX-77992,nachbearbeitung,,2.0,CH-Yziq-7352,Gießerei Wolfsburg
2024-04-20T06:34:42,GX-47827,gussfehler,Kokillenriss an Getriebegehäuse (GX-47827) | Charge CH-UpGX-2139,2.0,CH-UpGX-2139,Gießerei Stuttgart
2024-06-20T14:33:06,GX-76587,formprozess,Formdruckabweichung Kernschale Verschleiß bar vs. Kernschale Verschleiß bar | Form FORM-kj55,1.0,CH-Oyxt-7680,Gießerei Stuttgart
2024-12-30T08:24:30,GX-40235,formprozess,Kernbruch K-1775 | Ursache: Sandbindermangel,3.0,CH-RwMG-4564,Gießerei Stuttgart
2024-04-27T09:49:02,GX-82698,formprozess,Formdruckabweichung Sandausbruch bar vs. Sandbindermangel bar | Form FORM-gV92 | Normabweichung: VDA 6.3 | Schleifnacharbeit notwendig,1.0,CH-zlPY-3529,Gießerei Wolfsburg
2025-03-03T21:35:56,GX-44288,endpruefung,"Röntgenprüfung zeigt Formversatz in Zone Kaltlauf | Chargenanalyse: Mg:0.4%, Ti:0.1%",2.0,CH-tIYZ-0986,Gießerei Wolfsburg
2024-12-28T18:48:11,GX-36151,endpruefung,Röntgenprüfung zeigt Kokillenriss in Zone Sandbindermangel | Wärmenachbehandlung eingeleitet,3.0,CH-sNMC-5927,Gießerei Wolfsburg
2024-06-12T09:38:15,GX-09703,,,,CH-twTN-3371,Gießerei Stuttgart
2024-04-18T06:53:53,GX-96679,endpruefung,Dichtheitsprüfung Fehler: Kaltlauf mbar/min vs. max Lunker,3.0,CH-tail-4822,Gießerei Wolfsburg
2024-05-02T02:31:06,GX-86252,schmelzprozess,Schmelzofen Holding Furnace 2 Temp-Abweichung: 708°C (Verdacht: Formüberhitzung) | Kernreparatur läuft,2.0,CH-IURN-7773,Gießerei Stuttgart
2024-09-25T20:02:09,GX-37350,nachbearbeitung,Oberflächenrauheit Handling-Schaden µm außerhalb Spezifikation | Kernreparatur läuft,1.0,CH-VRma-5494,Gießerei Stuttgart
2025-02-09T02:55:08,GX-49353,schmelzprozess,Legierungsabweichung Ti: Handling-Schaden% vs. Soll Handling-Schaden% (Verdacht: Formüberhitzung) | Nacharbeit gemäß VDA 6.3,1.0,CH-mJRM-7967,Gießerei Stuttgart
2024-08-25T12:25:01,GX-53342,endpruefung,Dichtheitsprüfung Fehler: Kaltlauf mbar/min vs. max Lunker ¦ Prüfbericht: PRF-45820 | Nacharbeit gemäß VDA 6.3,1.0,CH-vpYn-7710,Gießerei Wolfsburg
2024-10-08T10:12:56,GX-35709,schmelzprozess,Spektralanalyse zeigt Mg-Mangel | Charge CH-XQzo-9775,3.0,CH-XQzo-9775,Gießerei Leipzig
2024-09-07T08:32:54,GX-90149,gussfehler,Ausschuss Oberflächenfehler an Zylinderkopf | Ursache: Handling-Schaden,1.0,CH-yhcA-2232,Gießerei Wolfsburg
2024-09-03T09:51:14,GX-36637,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 727°C (Verdacht: Legierungsdrift) | Gießparameter optimiert,1.0,CH-ocil-5689,Gießerei Wolfsburg
2025-01-30T12:32:02,GX-11967,endpruefung,Röntgenprüfung zeigt Kokillenriss in Zone Kaltlauf (Verdacht: Formüberhitzung) | Gießparameter optimiert,2.0,CH-QiSA-1786,Gießerei Leipzig
2024-07-10T01:53:38,GX-10518,endpruefung,Härteprüfung Sandbindermangel: Lunker HV vs. Kernschale Verschleiß | Normabweichung: DIN 1681,1.0,CH-PLYN-8034,Gießerei Leipzig
2024-06-04T00:24:31,GX-60774,formprozess,Kernbruch K-1320 | Ursache: Sandbindermangel,1.0,CH-pfgZ-3309,Gießerei Leipzig
2024-11-14T02:35:11,GX-24734,formprozess,Kernbruch K-1888 ¦ Ursache: Kernschale Verschleiß | Schleifnacharbeit notwendig,1.0,CH-Jypr-3605,Gießerei Stuttgart
2024-09-10T17:31:45,GX-02841,endpruefung,Härteprüfung Lunker: Sandausbruch HV vs. Kaltlauf,2.0,CH-nZVP-5926,Gießerei Stuttgart
2024-10-06T12:32:03,GX-19367,endpruefung,Röntgenprüfung zeigt Formversatz in Zone Kaltlauf,2.0,CH-vkqz-4873,Gießerei Leipzig
2024-07-12T02:59:10,GX-55422,gussfehler,Ausschuss Maßhaltigkeit an Getriebegehäuse | Ursache: Legierungsabweichung Si+0.3% | Normabweichung: DIN 1681 | Kernreparatur läuft,2.0,CH-GhNv-9422,Gießerei Wolfsburg
2024-10-09T16:36:36,GX-72181,formprozess,Sandfeuchte Lunker% außerhalb Toleranz (2.8-3.2%) | Nacharbeit gemäß VDA 6.3,1.0,CH-ZsAz-2778,Gießerei Stuttgart
2024-09-08T13:13:10,GX-11584,nachbearbeitung,Oberflächenrauheit Handling-Schaden µm außerhalb Spezifikation; IATF-Konformität: teilkonform | Schleifnacharbeit notwendig,1.0,CH-SyZB-9581,Gießerei Leipzig
2024-07-03T12:58:05,GX-65568,schmelzprozess,Legierungsabweichung Mg: Lunker% vs. Soll Sandausbruch% // Prüfbericht: PRF-18712,1.0,CH-hZDm-6527,Gießerei Leipzig
2024-09-05T03:31:16,GX-29756,nachbearbeitung,"Bearbeitungsfehler Kernschale Verschleiß: Lunker | Teil GX-29756 | Chargenanalyse: C:3.2%, Si:2.1%",2.0,CH-bXuC-9971,Gießerei Stuttgart
2024-11-02T13:02:03,GX-12347,,,,CH-osYw-7772,Gießerei Wolfsburg
2024-04-17T00:24:06,GX-69037,endpruefung,Röntgenprüfung zeigt Lunker in Zone Lunker,2.0,CH-ZDmG-4604,Gießerei Wolfsburg
2024-07-06T07:23:52,GX-05042,formprozess,Formdruckabweichung Sandausbruch bar vs. Sandbindermangel bar | Form FORM-kE77,2.0,CH-rFYJ-2118,Gießerei Leipzig
2024-10-03T10:01:14,GX-29810,gussfehler,Sandausbruch an Zylinderkopf (GX-29810) | Charge CH-okXf-3084 | Nacharbeit gemäß VDA 6.3,1.0,CH-okXf-3084,Gießerei Stuttgart
2025-03-02T04:02:57,GX-53844,nachbearbeitung,Maßabweichung Lunker: Lunkermm vs. Sandausbruch±Handling-Schadenmm | Normabweichung: DIN 1681,1.0,CH-sgNJ-2406,Gießerei Wolfsburg
2024-12-16T21:17:31,GX-00084,nachbearbeitung,Bearbeitungsfehler Kaltlauf: Sandausbruch ¦ Teil GX-00084,1.0,CH-eWjF-0526,Gießerei Leipzig
2024-12-31T06:01:53,GX-87087,,,,CH-buuO-4276,Gießerei Wolfsburg
2024-08-24T03:01:33,GX-59071,nachbearbeitung,Maßabweichung Kernschale Verschleiß: Sandbindermangelmm vs. Lunker±Sandbindermangelmm | Schleifnacharbeit notwendig,1.0,CH-bBfr-8405,Gießerei Stuttgart
2024-04-29T10:19:52,GX-56319,schmelzprozess,Spektralanalyse zeigt Si-Mangel | Charge CH-AygL-7278 | Wärmenachbehandlung eingeleitet,3.0,CH-AygL-7278,Gießerei Wolfsburg
2024-04-14T06:41:03,GX-94530,endpruefung,Dichtheitsprüfung Fehler: Lunker mbar/min vs. max Handling-Schaden | Prüfbericht: PRF-22758 | Kernreparatur läuft,1.0,CH-Aktw-5074,Gießerei Wolfsburg
2024-04-13T09:46:23,GX-30884,schmelzprozess,Spektralanalyse zeigt Cu-Mangel | Charge CH-WRIv-8337 | Normabweichung: VDA 6.3 | Nacharbeit gemäß VDA 6.3,1.0,CH-WRIv-8337,Gießerei Leipzig
2024-05-17T08:32:53,GX-67935,endpruefung,Dichtheitsprüfung Fehler: Handling-Schaden mbar/min vs. max Kaltlauf | IATF-Konformität: teilkonform,1.0,CH-SYGT-2810,Gießerei Wolfsburg
2024-07-18T00:43:17,GX-38871,schmelzprozess,Spektralanalyse zeigt Cu-Mangel | Charge CH-cZXQ-2541 | IATF-Konformität: konform,2.0,CH-cZXQ-2541,Gießerei Leipzig
2024-05-03T16:35:06,GX-77734,formprozess,Kernbruch K-1879 | Ursache: Handling-Schaden,1.0,CH-Ffxr-1004,Gießerei Wolfsburg
2024-07-19T03:53:17,GX-80777,endpruefung,Härteprüfung Handling-Schaden: Kaltlauf HV vs. Handling-Schaden | Prüfbericht: PRF-44099,1.0,CH-NCEI-0849,Gießerei Wolfsburg
2024-12-26T05:57:05,GX-75690,nachbearbeitung,Bearbeitungsfehler Sandbindermangel: Handling-Schaden | Teil GX-75690 | Normabweichung: ISO 8062,1.0,CH-NywL-7228,Gießerei Leipzig
2024-05-26T07:33:48,GX-24628,endpruefung,Härteprüfung Lunker: Sandbindermangel HV vs. Sandbindermangel // IATF-Konformität: konform,2.0,CH-oyTg-1276,Gießerei Stuttgart
2024-09-30T22:23:24,GX-40522,nachbearbeitung,Oberflächenrauheit Sandausbruch µm außerhalb Spezifikation | Schleifnacharbeit notwendig,1.0,CH-VHZv-4537,Gießerei Wolfsburg
2024-10-31T03:56:55,GX-29223,endpruefung,Dichtheitsprüfung Fehler: Handling-Schaden mbar/min vs. max Kaltlauf | Prüfbericht: PRF-57105,1.0,CH-zYBQ-1433,Gießerei Leipzig
2024-03-14T14:06:40,GX-20962,nachbearbeitung,Oberflächenrauheit Sandausbruch µm außerhalb Spezifikation | Kernreparatur läuft,1.0,CH-WPBt-1712,Gießerei Wolfsburg
2024-12-01T08:11:35,GX-00131,formprozess,Formdruckabweichung Kernschale Verschleiß bar vs. Sandausbruch bar | Form FORM-jV77,1.0,CH-SOxN-1145,Gießerei Leipzig
2024-08-09T13:03:13,GX-44855,endpruefung,Härteprüfung Kaltlauf: Sandbindermangel HV vs. Sandausbruch | Schleifnacharbeit notwendig,1.0,CH-xWmF-0694,Gießerei Leipzig
2024-07-14T01:33:06,GX-14831,formprozess,Sandfeuchte Sandausbruch% außerhalb Toleranz (2.8-3.2%) | Wärmenachbehandlung eingeleitet,1.0,CH-aQGk-2791,Gießerei Wolfsburg
2024-08-06T19:19:33,GX-79589,nachbearbeitung,Maßabweichung Sandbindermangel: Sandbindermangelmm vs. Kernschale Verschleiß±Handling-Schadenmm,2.0,CH-BtOi-3897,Gießerei Leipzig
2024-07-03T11:14:17,GX-33343,formprozess,Formdruckabweichung Lunker bar vs. Sandbindermangel bar | Form FORM-IK81,2.0,CH-duvw-2685,Gießerei Stuttgart
2024-10-18T18:17:12,GX-02337,schmelzprozess,Legierungsabweichung Si: Kernschale Verschleiß% vs. Soll Sandbindermangel% | IATF-Konformität: nicht konform,3.0,CH-RdyO-5428,Gießerei Stuttgart
2024-11-18T03:09:24,GX-03725,gussfehler,Gasporosität an Zylinderkopf (GX-03725) // Charge CH-PAks-3228,1.0,CH-PAks-3228,Gießerei Stuttgart
2024-04-01T14:24:59,GX-00576,endpruefung,Härteprüfung Sandbindermangel: Kaltlauf HV vs. Handling-Schaden,1.0,CH-ECJb-4718,Gießerei Stuttgart
2025-02-15T14:43:54,GX-58393,endpruefung,Röntgenprüfung zeigt Kokillenriss in Zone Handling-Schaden | Prüfbericht: PRF-73841,3.0,CH-Xogm-6221,Gießerei Leipzig
2024-05-09T19:25:06,GX-86601,gussfehler,Qualitätsabweichung Sandbindermangel: Lunker | Dickenmaß: 131.8 mm | Schleifnacharbeit notwendig,1.0,CH-YIBa-2494,Gießerei Stuttgart
2024-06-26T08:55:03,GX-57606,nachbearbeitung,Oberflächenrauheit Sandbindermangel µm außerhalb Spezifikation | Normabweichung: ISO 8062,1.0,CH-yegT-5109,Gießerei Leipzig
2024-11-19T00:30:44,GX-58387,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 727°C | Gießparameter optimiert,1.0,CH-Exsv-6190,Gießerei Leipzig
2024-10-20T16:05:13,GX-96503,endpruefung,"Dichtheitsprüfung Fehler: Handling-Schaden mbar/min vs. max Sandausbruch | Chargenanalyse: Mg:0.4%, Ti:0.1% | Gießparameter optimiert",2.0,CH-dgoe-3975,Gießerei Wolfsburg
2024-09-03T02:26:38,GX-42030,endpruefung,Härteprüfung Sandbindermangel: Kernschale Verschleiß HV vs. Handling-Schaden,1.0,CH-xyHt-7407,Gießerei Stuttgart
2024-03-17T09:55:37,GX-89142,formprozess,Kernbruch K-1535 | Ursache: Kernschale Verschleiß,2.0,CH-IoeW-8920,Gießerei Wolfsburg
2024-04-24T16:56:16,GX-71993,endpruefung,Röntgenprüfung zeigt Formversatz in Zone Sandbindermangel,2.0,CH-WFda-4524,Gießerei Stuttgart
2024-12-20T10:43:38,GX-38458,formprozess,Sandfeuchte Sandbindermangel% außerhalb Toleranz (2.8-3.2%) (Verdacht: Formüberhitzung),1.0,CH-xADa-4386,Gießerei Leipzig
